BlockNumber,BlockType,TrialNum,Stim,Response,ResponseTime
-1,death-me,2,I,1,214000
-1,death-me,3,their,0,0
-1,death-me,4,die,0,0
-1,death-me,5,breathing,0,0
-1,death-me,6,other,0,0
-1,death-me,7,survive,1,1432000
-1,death-me,8,thrive,1,1267000
-1,death-me,9,deceased,1,1007000
-1,death-me,10,my,0,0
-1,death-me,11,myself,0,0
0,life-me,12,they,1,1158000
0,life-me,13,deceased,1,1981000
0,life-me,14,survive,1,1401000
0,life-me,15,live,1,1122000
0,life-me,16,thrive,1,1190000
0,life-me,17,alive,1,1099000
0,life-me,18,I,1,799000
0,life-me,19,lifeless,1,857000
0,life-me,20,other,1,933000
0,life-me,21,them,1,1400000
0,life-me,22,funeral,1,965000
0,life-me,23,suicide,1,824000
0,life-me,24,myself,1,800000
0,life-me,25,their,1,1282000
0,life-me,26,my,1,675000
0,life-me,27,mine,1,790000
0,life-me,28,theirs,1,987000
0,life-me,29,self,1,881000
0,life-me,30,breathing,1,1033000
0,life-me,31,die,1,908000
1,death-me,32,alive,1,1232000
1,death-me,33,them,1,1198000
1,death-me,34,they,1,1304000
1,death-me,35,survive,1,1556000
1,death-me,36,live,1,1360000
1,death-me,37,suicide,1,1123000
1,death-me,38,other,1,1432000
1,death-me,39,mine,1,1565000
1,death-me,40,lifeless,0,0
1,death-me,41,funeral,1,1507000
1,death-me,42,I,1,1121000
1,death-me,43,self,1,1306000
1,death-me,44,thrive,1,1040000
1,death-me,45,my,1,806000
1,death-me,46,theirs,1,1032000
1,death-me,47,myself,1,793000
1,death-me,48,die,1,855000
1,death-me,49,deceased,1,880000
1,death-me,50,their,1,1081000
1,death-me,51,breathing,1,1925000
2,life-me,52,funeral,1,1432000
2,life-me,53,they,1,1257000
2,life-me,54,die,1,1170000
2,life-me,55,my,1,873000
2,life-me,56,suicide,1,906000
2,life-me,57,deceased,1,873000
2,life-me,58,mine,1,740000
2,life-me,59,survive,1,1232000
2,life-me,60,I,1,1182000
2,life-me,61,them,1,949000
2,life-me,62,their,1,864000
2,life-me,63,thrive,1,857000
2,life-me,64,alive,1,1474000
2,life-me,65,theirs,1,832000
2,life-me,66,lifeless,1,1017000
2,life-me,67,myself,1,823000
2,life-me,68,live,1,1052000
2,life-me,69,other,1,857000
2,life-me,70,self,1,1257000
2,life-me,71,breathing,1,998000
3,death-me,72,funeral,1,1568000
3,death-me,73,alive,1,1592000
3,death-me,74,thrive,1,982000
3,death-me,75,other,1,1064000
3,death-me,76,my,1,840000
3,death-me,77,deceased,1,1199000
3,death-me,78,mine,1,966000
3,death-me,79,die,1,1097000
3,death-me,80,lifeless,1,841000
3,death-me,81,their,1,1265000
3,death-me,82,myself,1,708000
3,death-me,83,self,1,1169000
3,death-me,84,I,1,1076000
3,death-me,85,breathing,1,1115000
3,death-me,86,survive,1,815000
3,death-me,87,theirs,1,1082000
3,death-me,88,live,1,1555000
3,death-me,89,them,1,1056000
3,death-me,90,they,1,873000
3,death-me,91,suicide,1,1365000
4,life-me,92,them,1,1412000
4,life-me,93,suicide,1,1249000
4,life-me,94,live,1,848000
4,life-me,95,die,1,733000
4,life-me,96,my,1,756000
4,life-me,97,deceased,1,1023000
4,life-me,98,self,1,1124000
4,life-me,99,breathing,1,1042000
4,life-me,100,funeral,1,750000
4,life-me,101,myself,1,849000
4,life-me,102,other,1,807000
4,life-me,103,they,1,732000
4,life-me,104,mine,1,669000
4,life-me,105,lifeless,1,1289000
4,life-me,106,theirs,1,774000
4,life-me,107,their,1,670000
4,life-me,108,thrive,1,823000
4,life-me,109,survive,1,1123000
4,life-me,110,alive,1,690000
4,life-me,111,I,1,1348000
5,death-me,112,suicide,1,1182000
5,death-me,113,deceased,1,906000
5,death-me,114,survive,1,1007000
5,death-me,115,my,1,1482000
5,death-me,116,self,1,1007000
5,death-me,117,myself,1,1165000
5,death-me,118,breathing,1,931000
5,death-me,119,other,1,790000
5,death-me,120,alive,1,1020000
5,death-me,121,I,1,1048000
5,death-me,122,theirs,1,717000
5,death-me,123,lifeless,1,1399000
5,death-me,124,die,1,709000
5,death-me,125,funeral,1,691000
5,death-me,126,live,1,1047000
5,death-me,127,their,1,999000
5,death-me,128,mine,1,884000
5,death-me,129,thrive,1,1057000
5,death-me,130,they,1,815000
5,death-me,131,them,1,740000
