BlockNumber,BlockType,TrialNum,Stim,Response,ResponseTime
-1,life-me,2,I,0,0
-1,life-me,3,they,1,1589
-1,life-me,4,deceased,0,0
-1,life-me,5,breathing,1,829
-1,life-me,6,suicide,1,1341
-1,life-me,7,other,1,983
-1,life-me,8,thrive,1,1081
-1,life-me,9,survive,1,865
-1,life-me,10,self,1,800
-1,life-me,11,lifeless,0,0
0,death-me,12,alive,1,906
0,death-me,13,them,0,0
0,death-me,14,funeral,1,1289
0,death-me,15,theirs,1,1166
0,death-me,16,their,1,847
0,death-me,17,other,1,787
0,death-me,18,survive,1,1214
0,death-me,19,I,1,915
0,death-me,20,my,1,674
0,death-me,21,suicide,1,866
0,death-me,22,die,1,739
0,death-me,23,thrive,0,0
0,death-me,24,myself,1,1037
0,death-me,25,live,1,1391
0,death-me,26,breathing,1,989
0,death-me,27,deceased,1,1115
0,death-me,28,self,1,1189
0,death-me,29,they,1,906
0,death-me,30,lifeless,1,1223
0,death-me,31,mine,1,926
1,life-me,32,breathing,1,1791
1,life-me,33,survive,1,1240
1,life-me,34,alive,1,802
1,life-me,35,I,1,689
1,life-me,36,theirs,1,673
1,life-me,37,suicide,1,778
1,life-me,38,live,1,846
1,life-me,39,other,1,730
1,life-me,40,die,1,1089
1,life-me,41,deceased,1,842
1,life-me,42,them,1,931
1,life-me,43,funeral,1,1006
1,life-me,44,self,1,964
1,life-me,45,lifeless,1,922
1,life-me,46,mine,1,939
1,life-me,47,they,1,1827
1,life-me,48,their,1,672
1,life-me,49,thrive,1,1432
1,life-me,50,my,1,947
1,life-me,51,myself,1,547
2,death-me,52,I,1,956
2,death-me,53,myself,1,673
2,death-me,54,survive,1,1206
2,death-me,55,other,1,1040
2,death-me,56,alive,1,1998
2,death-me,57,live,1,757
2,death-me,58,theirs,1,689
2,death-me,59,them,1,514
2,death-me,60,lifeless,1,1115
2,death-me,61,die,1,803
2,death-me,62,thrive,1,837
2,death-me,63,they,1,704
2,death-me,64,self,1,614
2,death-me,65,funeral,1,873
2,death-me,66,deceased,1,623
2,death-me,67,their,1,806
2,death-me,68,breathing,1,741
2,death-me,69,mine,1,748
2,death-me,70,suicide,1,965
2,death-me,71,my,1,723
3,life-me,72,my,1,790
3,life-me,73,funeral,1,756
3,life-me,74,theirs,1,1015
3,life-me,75,survive,1,856
3,life-me,76,they,1,733
3,life-me,77,lifeless,1,1264
3,life-me,78,them,1,755
3,life-me,79,breathing,1,1232
3,life-me,80,mine,1,757
3,life-me,81,thrive,1,915
3,life-me,82,deceased,1,1323
3,life-me,83,die,1,657
3,life-me,84,their,1,823
3,life-me,85,I,1,805
3,life-me,86,self,1,505
3,life-me,87,other,1,565
3,life-me,88,suicide,1,1016
3,life-me,89,live,1,580
3,life-me,90,alive,1,572
3,life-me,91,myself,1,639
4,death-me,92,alive,1,998
4,death-me,93,survive,1,797
4,death-me,94,I,1,696
4,death-me,95,live,1,764
4,death-me,96,die,1,464
4,death-me,97,theirs,1,589
4,death-me,98,myself,1,490
4,death-me,99,them,1,624
4,death-me,100,lifeless,1,1041
4,death-me,101,thrive,1,739
4,death-me,102,my,1,607
4,death-me,103,suicide,1,757
4,death-me,104,their,1,1307
4,death-me,105,breathing,1,915
4,death-me,106,self,1,531
4,death-me,107,mine,1,756
4,death-me,108,other,1,606
4,death-me,109,they,1,634
4,death-me,110,deceased,1,674
4,death-me,111,funeral,1,614
5,life-me,112,other,1,857
5,life-me,113,mine,1,804
5,life-me,114,lifeless,1,1023
5,life-me,115,survive,1,983
5,life-me,116,their,1,693
5,life-me,117,deceased,1,732
5,life-me,118,they,1,782
5,life-me,119,suicide,1,783
5,life-me,120,funeral,1,1074
5,life-me,121,die,1,806
5,life-me,122,breathing,1,981
5,life-me,123,theirs,1,731
5,life-me,124,live,1,878
5,life-me,125,my,1,697
5,life-me,126,them,1,639
5,life-me,127,I,1,698
5,life-me,128,myself,1,605
5,life-me,129,alive,1,847
5,life-me,130,self,1,639
5,life-me,131,thrive,1,731
6,death-me,132,I,1,862
6,death-me,133,mine,1,1005
6,death-me,134,thrive,1,997
6,death-me,135,breathing,1,865
6,death-me,136,self,1,674
6,death-me,137,suicide,1,1008
6,death-me,138,other,1,690
6,death-me,139,live,1,1010
6,death-me,140,theirs,1,830
6,death-me,141,their,1,598
6,death-me,142,alive,1,906
6,death-me,143,die,1,663
6,death-me,144,lifeless,1,698
6,death-me,145,myself,1,540
6,death-me,146,deceased,1,614
6,death-me,147,them,1,734
6,death-me,148,funeral,1,647
6,death-me,149,survive,1,1032
6,death-me,150,they,1,603
6,death-me,151,my,1,515
7,life-me,152,survive,1,965
7,life-me,153,I,1,616
7,life-me,154,alive,1,615
7,life-me,155,lifeless,1,631
7,life-me,156,self,1,663
7,life-me,157,theirs,1,875
7,life-me,158,breathing,1,1888
7,life-me,159,them,1,790
7,life-me,160,suicide,1,781
7,life-me,161,other,1,674
7,life-me,162,my,1,593
7,life-me,163,myself,1,597
7,life-me,164,live,1,697
7,life-me,165,their,1,648
7,life-me,166,funeral,1,613
7,life-me,167,die,1,623
7,life-me,168,deceased,1,598
7,life-me,169,thrive,1,675
7,life-me,170,they,1,614
7,life-me,171,mine,1,640
8,death-me,172,myself,1,882
8,death-me,173,I,1,523
8,death-me,174,suicide,1,857
8,death-me,175,my,1,624
