BlockNumber,BlockType,TrialNum,Stim,Response,ResponseTime
-1,death-me,2,self,1,1525
-1,death-me,3,theirs,1,1248
-1,death-me,4,funeral,1,1066
-1,death-me,5,thrive,1,1864
-1,death-me,6,lifeless,1,1149
-1,death-me,7,mine,1,1039
-1,death-me,8,die,1,1100
-1,death-me,9,them,1,932
-1,death-me,10,survive,1,1157
-1,death-me,11,suicide,1,881
0,life-me,12,live,1,916
0,life-me,13,die,1,1074
0,life-me,14,mine,1,948
0,life-me,15,alive,1,1157
0,life-me,16,their,1,882
0,life-me,17,thrive,1,998
0,life-me,18,self,1,815
0,life-me,19,breathing,1,1198
0,life-me,20,deceased,1,849
0,life-me,21,theirs,1,1114
0,life-me,22,suicide,1,982
0,life-me,23,myself,1,765
0,life-me,24,they,1,962
0,life-me,25,my,1,768
0,life-me,26,I,1,982
0,life-me,27,lifeless,1,1248
0,life-me,28,other,1,815
0,life-me,29,funeral,1,1723
0,life-me,30,them,1,858
0,life-me,31,survive,1,964
1,death-me,32,suicide,1,1481
1,death-me,33,I,1,962
1,death-me,34,theirs,1,738
1,death-me,35,lifeless,1,856
1,death-me,36,funeral,1,672
1,death-me,37,die,1,623
1,death-me,38,self,1,540
1,death-me,39,survive,1,597
1,death-me,40,thrive,1,782
1,death-me,41,they,1,782
1,death-me,42,their,1,897
1,death-me,43,deceased,1,823
1,death-me,44,other,1,1265
1,death-me,45,breathing,1,1057
1,death-me,46,myself,1,857
1,death-me,47,mine,1,907
1,death-me,48,my,1,889
1,death-me,49,live,1,964
1,death-me,50,them,1,890
1,death-me,51,alive,1,857
2,life-me,52,them,1,1449
2,life-me,53,survive,1,1006
2,life-me,54,live,1,774
2,life-me,55,other,1,1365
2,life-me,56,lifeless,1,1065
2,life-me,57,myself,1,648
2,life-me,58,alive,1,825
2,life-me,59,thrive,1,973
2,life-me,60,theirs,1,757
2,life-me,61,self,1,740
2,life-me,62,their,1,723
2,life-me,63,I,1,815
2,life-me,64,my,1,657
2,life-me,65,funeral,1,715
2,life-me,66,breathing,1,1032
2,life-me,67,mine,1,607
2,life-me,68,deceased,1,539
2,life-me,69,suicide,1,1241
2,life-me,70,they,1,757
2,life-me,71,die,1,682
3,death-me,72,lifeless,1,1962
3,death-me,73,alive,1,1065
3,death-me,74,funeral,1,748
3,death-me,75,thrive,1,1098
3,death-me,76,their,1,1067
3,death-me,77,they,1,690
3,death-me,78,theirs,1,840
3,death-me,79,suicide,1,1183
3,death-me,80,I,1,723
3,death-me,81,other,1,943
3,death-me,82,breathing,1,740
3,death-me,83,self,1,681
3,death-me,84,my,1,589
3,death-me,85,live,1,906
3,death-me,86,mine,1,714
3,death-me,87,die,1,773
3,death-me,88,survive,1,849
3,death-me,89,them,1,856
3,death-me,90,deceased,1,714
3,death-me,91,myself,1,949
4,life-me,92,lifeless,1,1474
4,life-me,93,mine,1,682
4,life-me,94,they,1,598
4,life-me,95,myself,1,757
4,life-me,96,alive,1,1173
4,life-me,97,other,1,715
4,life-me,98,I,1,749
4,life-me,99,survive,1,682
4,life-me,100,self,1,674
4,life-me,101,theirs,1,591
4,life-me,102,my,1,657
4,life-me,103,suicide,1,956
4,life-me,104,deceased,1,740
4,life-me,105,their,1,707
4,life-me,106,funeral,1,657
4,life-me,107,live,1,631
4,life-me,108,die,1,656
4,life-me,109,breathing,1,840
4,life-me,110,them,1,732
4,life-me,111,thrive,1,721
5,death-me,112,thrive,1,1631
5,death-me,113,mine,1,631
5,death-me,114,theirs,1,723
5,death-me,115,self,1,701
5,death-me,116,alive,1,641
5,death-me,117,lifeless,1,998
5,death-me,118,breathing,1,1149
5,death-me,119,funeral,1,966
5,death-me,120,my,1,640
5,death-me,121,I,1,599
5,death-me,122,they,1,823
5,death-me,123,myself,1,815
5,death-me,124,other,1,657
5,death-me,125,them,1,822
5,death-me,126,survive,1,646
5,death-me,127,suicide,1,714
5,death-me,128,live,1,750
5,death-me,129,their,1,713
5,death-me,130,die,1,606
5,death-me,131,deceased,1,768
6,life-me,132,lifeless,1,1346
6,life-me,133,my,1,689
6,life-me,134,I,1,1039
6,life-me,135,thrive,1,1230
6,life-me,136,they,1,799
6,life-me,137,mine,1,698
6,life-me,138,self,1,1173
6,life-me,139,theirs,1,760
6,life-me,140,die,1,726
6,life-me,141,myself,1,706
6,life-me,142,their,1,673
6,life-me,143,other,1,624
6,life-me,144,breathing,1,615
6,life-me,145,deceased,1,749
6,life-me,146,alive,1,640
6,life-me,147,live,1,858
6,life-me,148,survive,1,1091
6,life-me,149,funeral,1,791
6,life-me,150,suicide,1,839
6,life-me,151,them,1,598
7,death-me,152,deceased,1,1265
7,death-me,153,alive,1,682
7,death-me,154,my,1,607
7,death-me,155,other,1,616
7,death-me,156,survive,1,947
7,death-me,157,self,1,590
7,death-me,158,I,1,851
7,death-me,159,live,1,715
7,death-me,160,myself,1,699
7,death-me,161,funeral,1,841
7,death-me,162,they,1,690
7,death-me,163,mine,1,624
7,death-me,164,breathing,1,923
7,death-me,165,thrive,1,682
7,death-me,166,die,1,606
7,death-me,167,suicide,1,690
7,death-me,168,their,1,840
