BlockNumber,BlockType,TrialNum,Stim,Response,ResponseTime
2,life-me,70,funeral,1,865
2,life-me,71,die,1,998
3,death-me,72,thrive,1,1390
3,death-me,73,lifeless,1,829
3,death-me,74,they,1,1022
3,death-me,75,their,1,706
3,death-me,76,deceased,1,873
3,death-me,77,myself,1,1031
3,death-me,78,live,1,882
3,death-me,79,die,1,731
3,death-me,80,I,1,839
3,death-me,81,mine,1,621
3,death-me,82,them,1,756
3,death-me,83,theirs,1,781
3,death-me,84,other,1,731
3,death-me,85,my,1,797
3,death-me,86,funeral,1,782
3,death-me,87,self,1,906
3,death-me,88,alive,1,888
3,death-me,89,breathing,1,715
3,death-me,90,suicide,1,756
3,death-me,91,survive,1,856
4,life-me,92,lifeless,1,1180
4,life-me,93,survive,1,690
4,life-me,94,my,1,615
4,life-me,95,funeral,1,658
4,life-me,96,die,1,641
4,life-me,97,myself,1,598
4,life-me,98,I,1,607
4,life-me,99,mine,1,758
4,life-me,100,breathing,1,727
4,life-me,101,alive,1,855
4,life-me,102,live,1,690
4,life-me,103,thrive,1,724
4,life-me,104,them,1,838
4,life-me,105,suicide,1,689
4,life-me,106,self,1,647
4,life-me,107,other,1,897
4,life-me,108,deceased,1,1281
4,life-me,109,their,1,731
4,life-me,110,they,1,631
4,life-me,111,theirs,1,590
5,death-me,112,thrive,1,1672
5,death-me,113,lifeless,1,705
5,death-me,114,self,1,815
5,death-me,115,breathing,1,665
5,death-me,116,die,1,648
5,death-me,117,other,1,814
5,death-me,118,survive,1,715
5,death-me,119,alive,1,746
5,death-me,120,they,1,777
5,death-me,121,myself,1,698
5,death-me,122,mine,1,674
5,death-me,123,their,1,1041
5,death-me,124,suicide,1,706
5,death-me,125,them,1,739
5,death-me,126,live,1,739
5,death-me,127,my,1,640
5,death-me,128,theirs,1,665
5,death-me,129,deceased,1,732
5,death-me,130,I,1,789
5,death-me,131,funeral,1,750
6,life-me,132,thrive,1,1231
6,life-me,133,self,1,823
6,life-me,134,funeral,1,597
6,life-me,135,theirs,1,615
6,life-me,136,die,1,590
6,life-me,137,alive,1,668
6,life-me,138,my,1,615
6,life-me,139,them,1,607
6,life-me,140,lifeless,1,748
6,life-me,141,live,1,845
6,life-me,142,their,1,717
6,life-me,143,mine,1,647
6,life-me,144,I,1,655
6,life-me,145,survive,1,707
6,life-me,146,other,1,831
6,life-me,147,suicide,1,733
6,life-me,148,deceased,1,542
6,life-me,149,they,1,668
6,life-me,150,myself,1,714
6,life-me,151,breathing,1,764
7,death-me,152,funeral,1,1144
7,death-me,153,other,1,646
7,death-me,154,my,1,605
7,death-me,155,lifeless,1,782
7,death-me,156,them,1,650
7,death-me,157,live,1,688
7,death-me,158,alive,1,841
7,death-me,159,self,1,866
7,death-me,160,survive,1,680
7,death-me,161,breathing,1,655
7,death-me,162,die,1,706
7,death-me,163,theirs,1,634
7,death-me,164,their,1,698
7,death-me,165,thrive,1,673
7,death-me,166,suicide,1,664
7,death-me,167,they,1,642
7,death-me,168,myself,1,674
7,death-me,169,mine,1,575
7,death-me,170,deceased,1,715
7,death-me,171,I,1,698
8,life-me,172,alive,1,1228
8,life-me,173,they,1,610
8,life-me,174,my,1,490
8,life-me,175,I,1,573
8,life-me,176,them,1,678
8,life-me,177,their,1,723
8,life-me,178,theirs,1,589
8,life-me,179,self,1,667
8,life-me,180,breathing,1,707
8,life-me,181,myself,1,682
8,life-me,182,die,1,564
8,life-me,183,live,1,823
8,life-me,184,deceased,1,523
8,life-me,185,thrive,1,590
8,life-me,186,lifeless,1,682
8,life-me,187,mine,1,591
8,life-me,188,funeral,1,747
8,life-me,189,other,1,657
8,life-me,190,survive,1,617
8,life-me,191,suicide,1,647
9,death-me,192,I,1,1449
9,death-me,193,funeral,1,633
9,death-me,194,theirs,1,689
9,death-me,195,die,1,639
9,death-me,196,them,1,581
9,death-me,197,breathing,1,764
9,death-me,198,lifeless,1,775
9,death-me,199,thrive,1,705
9,death-me,200,myself,1,664
9,death-me,201,self,1,765
9,death-me,202,mine,1,613
9,death-me,203,my,1,632
9,death-me,204,their,1,665
9,death-me,205,other,1,674
9,death-me,206,survive,1,598
9,death-me,207,alive,1,589
9,death-me,208,suicide,1,607
9,death-me,209,live,1,673
9,death-me,210,they,1,580
9,death-me,211,deceased,1,664
10,life-me,212,lifeless,1,1521
10,life-me,213,I,1,548
10,life-me,214,theirs,1,715
10,life-me,215,myself,1,532
10,life-me,216,mine,1,739
10,life-me,217,my,1,588
10,life-me,218,their,1,704
10,life-me,219,breathing,1,707
10,life-me,220,self,1,673
10,life-me,221,deceased,1,605
10,life-me,222,live,1,656
10,life-me,223,funeral,1,1131
10,life-me,224,survive,1,548
10,life-me,225,other,1,565
10,life-me,226,thrive,1,614
10,life-me,227,them,1,656
10,life-me,228,alive,1,648
10,life-me,229,suicide,1,565
10,life-me,230,they,1,621
10,life-me,231,die,1,581
11,death-me,232,alive,1,1838
11,death-me,233,die,1,576
11,death-me,234,thrive,1,757
11,death-me,235,they,1,873
11,death-me,236,my,1,706
11,death-me,237,live,1,1131
11,death-me,238,their,1,620
11,death-me,239,deceased,1,797
11,death-me,240,funeral,1,756
11,death-me,241,theirs,1,781
11,death-me,242,suicide,1,673
11,death-me,243,lifeless,1,873
11,death-me,244,them,1,831
11,death-me,245,breathing,1,931
11,death-me,246,myself,1,577
11,death-me,247,I,1,675
11,death-me,248,mine,1,680
11,death-me,249,other,1,789
11,death-me,250,survive,1,772
11,death-me,251,self,1,615
12,life-me,252,lifeless,1,1231
12,life-me,253,my,1,573
12,life-me,254,them,1,597
12,life-me,255,breathing,1,689
12,life-me,256,self,1,748
12,life-me,257,funeral,1,607
12,life-me,258,die,1,678
12,life-me,259,survive,1,724
12,life-me,260,theirs,1,590
12,life-me,261,deceased,1,723
12,life-me,262,live,1,556
12,life-me,263,they,1,614
12,life-me,264,I,1,574
12,life-me,265,their,1,689
12,life-me,266,alive,1,597
12,life-me,267,thrive,1,597
12,life-me,268,other,1,599
12,life-me,269,myself,1,723
12,life-me,270,suicide,1,632
12,life-me,271,mine,1,641
13,death-me,272,breathing,1,982
13,death-me,273,their,1,590
13,death-me,274,myself,1,590
13,death-me,275,theirs,1,668
13,death-me,276,live,1,582
13,death-me,277,them,1,598
13,death-me,278,thrive,1,640
13,death-me,279,my,1,582
13,death-me,280,deceased,1,649
13,death-me,281,I,1,671
13,death-me,282,die,1,574
13,death-me,283,other,1,698
13,death-me,284,survive,1,721
13,death-me,285,self,1,898
13,death-me,286,they,1,590
13,death-me,287,alive,1,872
13,death-me,288,funeral,1,640
13,death-me,289,lifeless,1,963
13,death-me,290,suicide,1,697
13,death-me,291,mine,1,673
14,life-me,292,thrive,1,1357
14,life-me,293,my,1,548
14,life-me,294,lifeless,1,715
14,life-me,295,deceased,1,481
14,life-me,296,die,1,624
14,life-me,297,their,1,590
14,life-me,298,self,1,680
14,life-me,299,funeral,1,990
14,life-me,300,suicide,1,573
14,life-me,301,other,1,630
14,life-me,302,myself,1,664
14,life-me,303,alive,1,692
14,life-me,304,survive,1,614
14,life-me,305,I,1,598
14,life-me,306,they,1,573
14,life-me,307,them,1,589
14,life-me,308,theirs,1,531
14,life-me,309,breathing,1,680
14,life-me,310,mine,1,581
14,life-me,311,live,1,1089
15,death-me,312,breathing,1,1777
15,death-me,313,alive,1,556
15,death-me,314,deceased,1,523
15,death-me,315,funeral,1,847
15,death-me,316,thrive,1,622
15,death-me,317,other,1,523
15,death-me,318,suicide,1,587
15,death-me,319,myself,1,631
15,death-me,320,survive,1,580
15,death-me,321,they,1,682
15,death-me,322,die,1,541
15,death-me,323,mine,1,457
15,death-me,324,I,1,652
15,death-me,325,my,1,590
15,death-me,326,self,1,607
15,death-me,327,lifeless,1,661
15,death-me,328,their,1,589
15,death-me,329,live,1,714
15,death-me,330,them,1,689
15,death-me,331,theirs,1,515
16,life-me,332,lifeless,1,1489
16,life-me,333,survive,1,589
16,life-me,334,thrive,1,605
16,life-me,335,them,1,615
16,life-me,336,my,1,648
16,life-me,337,I,1,580
16,life-me,338,alive,1,722
16,life-me,339,suicide,1,539
16,life-me,340,die,1,564
16,life-me,341,self,1,666
16,life-me,342,live,1,656
16,life-me,343,their,1,668
16,life-me,344,mine,1,790
16,life-me,345,breathing,1,847
16,life-me,346,they,1,613
16,life-me,347,myself,1,605
16,life-me,348,other,1,557
16,life-me,349,funeral,1,693
16,life-me,350,theirs,1,522
16,life-me,351,deceased,1,598
17,death-me,352,other,1,1156
17,death-me,353,mine,1,581
17,death-me,354,I,1,581
17,death-me,355,deceased,1,668
17,death-me,356,myself,1,682
17,death-me,357,suicide,1,597
17,death-me,358,live,1,646
17,death-me,359,theirs,1,514
17,death-me,360,them,1,569
17,death-me,361,alive,1,771
17,death-me,362,they,1,612
17,death-me,363,my,1,814
17,death-me,364,lifeless,1,651
17,death-me,365,die,1,497
17,death-me,366,survive,1,614
17,death-me,367,thrive,1,767
17,death-me,368,funeral,1,614
17,death-me,369,breathing,1,579
17,death-me,370,their,1,615
17,death-me,371,self,1,481
