,BlockNumber,BlockType,TrialNum,Stim,Response,ResponseTime,Category,Match,Type
167,7,life-me,169,suicide,1,856,Death,0,1
168,7,life-me,170,my,1,692,Me,1,1
169,7,life-me,171,self,1,756,Me,1,1
170,8,death-me,172,mine,1,883,Me,1,2
171,8,death-me,173,my,1,540,Me,1,2
172,8,death-me,174,survive,1,973,Life,0,2
173,8,death-me,175,lifeless,1,982,Death,1,2
174,8,death-me,176,they,1,765,Not me,0,2
175,8,death-me,177,myself,1,691,Me,1,2
176,8,death-me,178,alive,1,857,Life,0,2
177,8,death-me,179,their,1,1082,Not me,0,2
178,8,death-me,180,die,1,873,Death,1,2
179,8,death-me,181,self,1,1207,Me,1,2
180,8,death-me,182,live,1,765,Life,0,2
181,8,death-me,183,breathing,1,957,Life,0,2
182,8,death-me,184,deceased,1,757,Death,1,2
183,8,death-me,185,other,1,574,Not me,0,2
184,8,death-me,186,theirs,1,648,Not me,0,2
185,8,death-me,187,them,1,890,Not me,0,2
186,8,death-me,188,suicide,1,1014,Death,1,2
187,8,death-me,189,funeral,1,890,Death,1,2
188,8,death-me,190,thrive,1,1349,Life,0,2
189,8,death-me,191,I,1,791,Me,1,2
190,9,life-me,192,my,1,891,Me,1,1
191,9,life-me,193,theirs,1,861,Not me,0,1
192,9,life-me,194,die,1,899,Death,0,1
193,9,life-me,195,live,1,748,Life,1,1
194,9,life-me,196,breathing,1,957,Life,1,1
195,9,life-me,197,lifeless,1,782,Death,0,1
196,9,life-me,198,they,1,770,Not me,0,1
197,9,life-me,199,them,1,915,Not me,0,1
198,9,life-me,200,other,1,1150,Not me,0,1
199,9,life-me,201,I,1,741,Me,1,1
200,9,life-me,202,myself,1,657,Me,1,1
201,9,life-me,203,their,1,595,Not me,0,1
202,9,life-me,204,survive,1,1657,Life,1,1
203,9,life-me,205,mine,1,714,Me,1,1
204,9,life-me,206,thrive,1,849,Life,1,1
205,9,life-me,207,funeral,1,591,Death,0,1
206,9,life-me,208,suicide,1,890,Death,0,1
207,9,life-me,209,self,1,882,Me,1,1
208,9,life-me,210,alive,1,657,Life,1,1
209,9,life-me,211,deceased,1,671,Death,0,1
210,10,death-me,212,self,1,1123,Me,1,2
211,10,death-me,213,mine,1,840,Me,1,2
212,10,death-me,214,they,1,808,Not me,0,2
213,10,death-me,215,die,1,745,Death,1,2
214,10,death-me,216,thrive,1,731,Life,0,2
215,10,death-me,217,lifeless,1,1392,Death,1,2
216,10,death-me,218,myself,1,589,Me,1,2
217,10,death-me,219,I,1,715,Me,1,2
218,10,death-me,220,their,1,482,Not me,0,2
219,10,death-me,221,deceased,1,689,Death,1,2
220,10,death-me,222,live,1,699,Life,0,2
221,10,death-me,223,funeral,1,799,Death,1,2
222,10,death-me,224,breathing,1,799,Life,0,2
223,10,death-me,225,my,1,632,Me,1,2
224,10,death-me,226,suicide,1,674,Death,1,2
225,10,death-me,227,theirs,1,649,Not me,0,2
226,10,death-me,228,them,1,756,Not me,0,2
227,10,death-me,229,survive,1,892,Life,0,2
228,10,death-me,230,other,1,951,Not me,0,2
229,10,death-me,231,alive,1,1197,Life,0,2
230,11,life-me,232,I,1,806,Me,1,1
231,11,life-me,233,other,1,757,Not me,0,1
232,11,life-me,234,lifeless,1,1398,Death,0,1
233,11,life-me,235,their,1,1017,Not me,0,1
234,11,life-me,236,deceased,1,1156,Death,0,1
235,11,life-me,237,breathing,1,693,Life,1,1
236,11,life-me,238,live,1,798,Life,1,1
237,11,life-me,239,my,1,1223,Me,1,1
238,11,life-me,240,alive,1,699,Life,1,1
239,11,life-me,241,thrive,1,798,Life,1,1
240,11,life-me,242,die,1,773,Death,0,1
241,11,life-me,243,self,1,765,Me,1,1
242,11,life-me,244,suicide,1,681,Death,0,1
243,11,life-me,245,they,1,1248,Not me,0,1
244,11,life-me,246,survive,1,1238,Life,1,1
245,11,life-me,247,funeral,1,696,Death,0,1
246,11,life-me,248,mine,1,1056,Me,1,1
247,11,life-me,249,theirs,1,665,Not me,0,1
248,11,life-me,250,myself,1,857,Me,1,1
249,11,life-me,251,them,1,810,Not me,0,1
250,12,death-me,252,live,1,1091,Life,0,2
251,12,death-me,253,myself,1,773,Me,1,2
252,12,death-me,254,them,1,665,Not me,0,2
253,12,death-me,255,funeral,1,689,Death,1,2
254,12,death-me,256,theirs,1,657,Not me,0,2
255,12,death-me,257,their,1,759,Not me,0,2
256,12,death-me,258,breathing,1,931,Life,0,2
257,12,death-me,259,alive,1,1014,Life,0,2
258,12,death-me,260,self,1,715,Me,1,2
259,12,death-me,261,other,1,681,Not me,0,2
260,12,death-me,262,thrive,1,916,Life,0,2
261,12,death-me,263,mine,1,640,Me,1,2
262,12,death-me,264,deceased,1,632,Death,1,2
263,12,death-me,265,suicide,1,676,Death,1,2
264,12,death-me,266,they,1,606,Not me,0,2
265,12,death-me,267,die,1,624,Death,1,2
266,12,death-me,268,I,1,782,Me,1,2
267,12,death-me,269,lifeless,1,1315,Death,1,2
268,12,death-me,270,my,1,799,Me,1,2
269,12,death-me,271,survive,1,1157,Life,0,2
270,13,life-me,272,other,1,1416,Not me,0,1
271,13,life-me,273,their,1,890,Not me,0,1
272,13,life-me,274,live,1,715,Life,1,1
273,13,life-me,275,self,1,766,Me,1,1
274,13,life-me,276,mine,1,638,Me,1,1
275,13,life-me,277,funeral,1,600,Death,0,1
276,13,life-me,278,thrive,1,898,Life,1,1
277,13,life-me,279,alive,1,725,Life,1,1
278,13,life-me,280,they,1,856,Not me,0,1
279,13,life-me,281,deceased,1,938,Death,0,1
280,13,life-me,282,myself,1,798,Me,1,1
281,13,life-me,283,survive,1,865,Life,1,1
282,13,life-me,284,suicide,1,683,Death,0,1
283,13,life-me,285,lifeless,1,1314,Death,0,1
284,13,life-me,286,I,1,782,Me,1,1
285,13,life-me,287,breathing,1,709,Life,1,1
286,13,life-me,288,die,1,772,Death,0,1
287,13,life-me,289,them,1,681,Not me,0,1
288,13,life-me,290,my,1,599,Me,1,1
289,13,life-me,291,theirs,1,615,Not me,0,1
290,14,death-me,292,self,1,1614,Me,1,2
291,14,death-me,293,theirs,1,648,Not me,0,2
292,14,death-me,294,suicide,1,548,Death,1,2
293,14,death-me,295,survive,1,1325,Life,0,2
294,14,death-me,296,they,1,715,Not me,0,2
295,14,death-me,297,I,1,549,Me,1,2
296,14,death-me,298,die,1,612,Death,1,2
297,14,death-me,299,lifeless,1,945,Death,1,2
298,14,death-me,300,alive,1,740,Life,0,2
299,14,death-me,301,mine,1,557,Me,1,2
300,14,death-me,302,my,1,627,Me,1,2
301,14,death-me,303,deceased,1,858,Death,1,2
302,14,death-me,304,their,1,565,Not me,0,2
303,14,death-me,305,them,1,604,Not me,0,2
304,14,death-me,306,funeral,1,606,Death,1,2
305,14,death-me,307,thrive,1,640,Life,0,2
306,14,death-me,308,breathing,1,1195,Life,0,2
307,14,death-me,309,other,1,1031,Not me,0,2
308,14,death-me,310,live,1,728,Life,0,2
309,14,death-me,311,myself,1,1106,Me,1,2
310,15,life-me,312,thrive,1,1332,Life,1,1
311,15,life-me,313,survive,1,831,Life,1,1
312,15,life-me,314,their,1,632,Not me,0,1
313,15,life-me,315,lifeless,1,1374,Death,0,1
314,15,life-me,316,myself,1,823,Me,1,1
315,15,life-me,317,theirs,1,714,Not me,0,1
316,15,life-me,318,breathing,1,931,Life,1,1
317,15,life-me,319,I,1,716,Me,1,1
318,15,life-me,320,suicide,1,649,Death,0,1
319,15,life-me,321,deceased,1,1240,Death,0,1
320,15,life-me,322,self,1,682,Me,1,1
321,15,life-me,323,funeral,1,681,Death,0,1
322,15,life-me,324,live,1,906,Life,1,1
323,15,life-me,325,mine,1,849,Me,1,1
324,15,life-me,326,alive,1,723,Life,1,1
325,15,life-me,327,other,1,1215,Not me,0,1
326,15,life-me,328,they,1,765,Not me,0,1
327,15,life-me,329,them,0,0,Not me,0,1
328,15,life-me,330,my,1,822,Me,1,1
329,15,life-me,331,die,1,727,Death,0,1
330,16,death-me,332,deceased,1,555,Death,1,2
331,16,death-me,333,they,1,688,Not me,0,2
332,16,death-me,334,live,1,1116,Life,0,2
333,16,death-me,335,survive,1,898,Life,0,2
334,16,death-me,336,funeral,1,691,Death,1,2
335,16,death-me,337,self,1,707,Me,1,2
336,16,death-me,338,I,1,940,Me,1,2
337,16,death-me,339,breathing,1,899,Life,0,2
338,16,death-me,340,theirs,1,722,Not me,0,2
339,16,death-me,341,mine,1,698,Me,1,2
340,16,death-me,342,their,1,674,Not me,0,2
341,16,death-me,343,alive,1,844,Life,0,2
342,16,death-me,344,my,1,657,Me,1,2
343,16,death-me,345,die,1,1231,Death,1,2
344,16,death-me,346,them,1,657,Not me,0,2
345,16,death-me,347,lifeless,1,1456,Death,1,2
346,16,death-me,348,suicide,1,748,Death,1,2
347,16,death-me,349,myself,1,882,Me,1,2
348,16,death-me,350,thrive,1,1206,Life,0,2
349,16,death-me,351,other,1,780,Not me,0,2
350,17,life-me,352,I,1,932,Me,1,1
351,17,life-me,353,deceased,1,1124,Death,0,1
352,17,life-me,354,suicide,1,798,Death,0,1
353,17,life-me,355,breathing,1,908,Life,1,1
354,17,life-me,356,die,1,808,Death,0,1
355,17,life-me,357,my,1,785,Me,1,1
356,17,life-me,358,their,1,998,Not me,0,1
357,17,life-me,359,mine,1,640,Me,1,1
358,17,life-me,360,alive,1,1165,Life,1,1
359,17,life-me,361,lifeless,1,882,Death,0,1
360,17,life-me,362,self,1,739,Me,1,1
361,17,life-me,363,they,1,763,Not me,0,1
362,17,life-me,364,thrive,1,748,Life,1,1
363,17,life-me,365,survive,1,840,Life,1,1
364,17,life-me,366,live,1,707,Life,1,1
365,17,life-me,367,funeral,1,581,Death,0,1
366,17,life-me,368,theirs,1,923,Not me,0,1
367,17,life-me,369,myself,1,740,Me,1,1
368,17,life-me,370,other,1,816,Not me,0,1
369,17,life-me,371,them,1,690,Not me,0,1
